utcTimeMillis,ax,ay,az,gx,gy,gz
1593045713447,-2692784.454080365,-4297242.324515231,3855235.168896724,-2692779.8794973125,-4297235.475445203,3855229.6599387587
1593045714447,-2692784.5241055796,-4297242.387756037,3855234.817969188,-2692779.884983997,-4297235.47656314,3855229.6582671073
1593045715447,-2692784.4625771646,-4297242.602972851,3855234.8515164796,-2692779.8819268467,-4297235.473979673,3855229.660175356
1593045716447,-2692784.5257081003,-4297242.408490334,3855234.778814829,-2692779.8825540473,-4297235.480041184,3855229.6584553584
1593045717447,-2692784.7457038267,-4297242.078094452,3855235.2213835763,-2692779.882047838,-4297235.483342678,3855229.6525950343
1593045718447,-2692784.4888282223,-4297242.170986395,3855235.1301106573,-2692779.8859619997,-4297235.477353432,3855229.6595912813
1593045719447,-2692784.434061777,-4297242.431766555,3855234.8715006886,-2692779.884421488,-4297235.474293849,3855229.6584639605
1593045720447,-2692784.5739899105,-4297242.413590677,3855234.7890536278,-2692779.883732846,-4297235.474572037,3855229.658416291
1593045721447,-2692784.651126967,-4297242.444460826,3855234.8173300982,-2692779.882782835,-4297235.481600927,3855229.658879416
1593045722447,-2692784.513495336,-4297242.4341723155,3855234.815467538,-2692779.882730853,-4297235.478465019,3855229.660082637
1593045723447,-2692784.573027062,-4297242.462100327,3855234.8740556864,-2692779.8811869845,-4297235.477472426,3855229.6577686155
1593045724447,-2692784.5202930667,-4297242.319406632,3855234.9694283954,-2692779.8836523313,-4297235.483198667,3855229.6603872967
1593045725447,-2692784.443824007,-4297242.102763417,3855235.411312729,-2692779.88292091,-4297235.482612165,3855229.653837005
1593045726447,-2692784.239201732,-4297241.893795838,3855235.654609251,-2692779.882909904,-4297235.474359368,3855229.6593048573
1593045727447,-2692784.361846069,-4297242.196472598,3855235.5127999354,-2692779.873992555,-4297235.478656628,3855229.6670734724
1593045728447,-2692784.3954549204,-4297242.263304485,3855235.1117778597,-2692779.8888392206,-4297235.470824412,3855229.656626128
1593045729447,-2692784.394513362,-4297242.475743931,3855234.9104017126,-2692779.8856453956,-4297235.481379507,3855229.6615115334
1593045730447,-2692784.655078567,-4297242.411618254,3855234.8509324496,-2692779.879916588,-4297235.47240319,3855229.6452629985
1593045731447,-2692784.4416927816,-4297242.311332839,3855234.767943836,-2692779.8874871875,-4297235.474313647,3855229.66467451
1593045732447,-2692784.5490437425,-4297242.651309519,3855234.96747494,-2692779.8759671114,-4297235.482229596,3855229.6599653703
1593045733447,-2692784.4241978223,-4297242.389225683,3855234.947117688,-2692779.880325711,-4297235.478067233,3855229.6649920596
1593045734447,-2692784.372278099,-4297242.1807349,3855235.2537652985,-2692779.879204571,-4297235.470747041,3855229.6503787586
1593045735447,-2692784.594166963,-4297241.981855358,3855235.3188997726,-2692779.8826917103,-4297235.480355521,3855229.653913967
1593045736447,-2692784.5362071213,-4297241.911177596,3855235.53844231,-2692779.884127452,-4297235.484487831,3855229.665491822
1593045737447,-2692784.4413415673,-4297242.034890063,3855235.394621498,-2692779.8825381277,-4297235.469861391,3855229.647915822
1593045738447,-2692784.509520065,-4297242.137127284,3855235.2154603624,-2692779.8890018268,-4297235.484075548,3855229.663644008
1593045739447,-2692784.511730873,-4297242.207881909,3855235.1288680616,-2692779.8829014758,-4297235.479500542,3855229.6615816704
1593045740447,-2692784.4894493585,-4297242.141668271,3855235.2887512455,-2692779.8782458985,-4297235.4782543415,3855229.6554015176
1593045741447,-2692784.4970269236,-4297242.001486015,3855235.358617192,-2692779.8886575704,-4297235.484742928,3855229.6598726395
1593045742447,-2692784.530598886,-4297242.078657887,3855235.403774081,-2692779.8744756225,-4297235.488398341,3855229.659634425
1593045743447,-2692784.4186028917,-4297241.896187432,3855235.3967370903,-2692779.9014747897,-4297235.48587833,3855229.6550672115
1593045744447,-2692784.477635391,-4297242.309697527,3855235.056791795,-2692779.8924570116,-4297235.484235727,3855229.6564983376
1593045745447,-2692784.6935420735,-4297243.131031173,3855234.07511652,-2692779.8851261707,-4297235.482160347,3855229.654454975
1593045746447,-2692784.3720758217,-4297243.012521958,3855234.2078637304,-2692779.8834875147,-4297235.480314089,3855229.6587232403
1593045747447,-2692784.5469723735,-4297242.42743245,3855234.805419704,-2692779.885633782,-4297235.489137155,3855229.649219394
1593045748447,-2692784.8854771717,-4297242.204913811,3855234.8390626553,-2692779.8935179,-4297235.493279048,3855229.6318333256
1593045749447,-2692785.2257504514,-4297241.777579908,3855235.138394885,-2692779.899486527,-4297235.504623187,3855229.613401682
1593045750447,-2692784.5467459685,-4297240.746775976,3855236.76660599,-2692779.889696406,-4297235.500349198,3855229.6385821803
1593045751447,-2692784.063899775,-4297241.0726339435,3855237.0999801895,-2692779.880943429,-4297235.487912888,3855229.656104946
1593045752447,-2692783.2007428193,-4297241.323172677,3855237.1128005385,-2692779.8776327046,-4297235.462658109,3855229.6715535037
1593045753447,-2692784.2807126646,-4297241.37967809,3855236.3030766044,-2692779.8937372393,-4297235.476384317,3855229.648265539
1593045754447,-2692784.8037385875,-4297242.4109734325,3855235.1805802323,-2692779.8814851963,-4297235.484762161,3855229.639145184
1593045755447,-2692784.924094632,-4297241.984451029,3855234.7883503935,-2692779.89423801,-4297235.487304669,3855229.6347786565
1593045756447,-2692785.1985234916,-4297241.941919301,3855235.400533359,-2692779.8847889327,-4297235.495460012,3855229.637296415
1593045757447,-2692784.7349738823,-4297241.286490299,3855235.7671124097,-2692779.9010928823,-4297235.502502571,3855229.6483489666
1593045758447,-2692784.0143746776,-4297241.468887078,3855236.0560109355,-2692779.887668805,-4297235.483275636,3855229.6641885145
1593045759447,-2692783.4090013895,-4297242.257134991,3855235.2432263293,-2692779.887537426,-4297235.465362165,3855229.683315976
1593045760447,-2692783.876545841,-4297242.546452515,3855235.239462243,-2692779.872733926,-4297235.448359093,3855229.651300483
1593045761447,-2692784.5636786497,-4297242.706447004,3855235.1588265607,-2692779.8774064477,-4297235.4695644,3855229.6396282353
1593045762447,-2692784.5090418183,-4297242.352320947,3855234.842857901,-2692779.881798448,-4297235.474018122,3855229.6589462077
1593045763447,-2692784.55778294,-4297242.344895277,3855234.9820139543,-2692779.8813672904,-4297235.476626369,3855229.6566571095
1593045764447,-2692784.526504456,-4297242.120186614,3855235.1558057982,-2692779.8866491616,-4297235.479087733,3855229.6580034713
1593045765447,-2692784.430788961,-4297242.029943931,3855235.343593315,-2692779.879832876,-4297235.474885627,3855229.663007289
1593045766447,-2692784.41069973,-4297242.115034493,3855235.411757207,-2692779.8845091057,-4297235.475982271,3855229.6577417823
1593045767447,-2692784.510778465,-4297242.185498608,3855235.1872085663,-2692779.880585467,-4297235.480616292,3855229.6632723184
1593045768447,-2692784.6213305,-4297241.961595413,3855235.341716355,-2692779.884185517,-4297235.4793595,3855229.6480033766
1593045769447,-2692784.4608230786,-4297242.039916354,3855235.5818384606,-2692779.87979723,-4297235.479601746,3855229.6625602897
1593045770447,-2692784.3612844744,-4297242.058765506,3855235.401792542,-2692779.883844254,-4297235.47734373,3855229.664789347
1593045771447,-2692784.277179213,-4297242.296795552,3855235.4305151682,-2692779.880458684,-4297235.474545882,3855229.666225396
1593045772447,-2692784.0817006584,-4297242.253316661,3855235.166379363,-2692779.882157628,-4297235.4669900285,3855229.6609757366
1593045773447,-2692784.283072764,-4297242.328905636,3855235.2096368256,-2692779.8809080543,-4297235.475849258,3855229.667519563
1593045774447,-2692784.3386681243,-4297242.193935443,3855235.130747252,-2692779.8822499714,-4297235.4729080135,3855229.65408291
1593045775447,-2692784.7645253185,-4297242.137183257,3855235.144000704,-2692779.880432797,-4297235.475616243,3855229.6482813875
1593045776447,-2692784.7049878915,-4297242.085262991,3855235.2030250696,-2692779.8821395445,-4297235.480939366,3855229.6569463625
1593045777447,-2692784.8815095155,-4297242.138768661,3855235.1454101913,-2692779.881662349,-4297235.482318227,3855229.6521364073
1593045778447,-2692784.7277151113,-4297242.076317013,3855235.05942128,-2692779.8883281397,-4297235.482148726,3855229.6564550353
1593045779447,-2692784.716838866,-4297242.077245586,3855235.1800571643,-2692779.8834083006,-4297235.481907728,3855229.65520172
1593045780447,-2692784.669828075,-4297242.08695595,3855235.1658447385,-2692779.885928935,-4297235.4793487,3855229.6567742727
1593045781447,-2692784.528814902,-4297242.197751406,3855235.2306899624,-2692779.879990728,-4297235.475519152,3855229.660316672
1593045782447,-2692784.497101402,-4297242.178166157,3855235.1567008067,-2692779.882240191,-4297235.478179767,3855229.662497752
1593045783447,-2692784.5570675633,-4297242.135314556,3855235.2241333937,-2692779.883385264,-4297235.476177046,3855229.6539677633
1593045784447,-2692784.6735334927,-4297242.213196669,3855235.034328684,-2692779.8808056256,-4297235.481493047,3855229.661593153
1593045785447,-2692784.638285555,-4297242.350523635,3855234.7660244335,-2692779.891490449,-4297235.474961315,3855229.6602570387
1593045786447,-2692784.60428963,-4297242.340555002,3855234.7269983087,-2692779.8817621507,-4297235.477875941,3855229.6580051775
1593045787447,-2692784.5641243006,-4297242.507103453,3855234.852513493,-2692779.880099497,-4297235.478015628,3855229.658699647
1593045788447,-2692784.5670912685,-4297242.392009062,3855234.81362722,-2692779.8850963833,-4297235.476432769,3855229.6610684195
1593045789447,-2692784.6051206337,-4297242.440624151,3855234.8769897185,-2692779.8790298942,-4297235.475987937,3855229.656598624
1593045790447,-2692784.5827838415,-4297242.453947349,3855234.8785278825,-2692779.8792608515,-4297235.477263542,3855229.662564048
1593045791447,-2692784.5188140105,-4297242.3707322115,3855234.7324470775,-2692779.886104579,-4297235.476714313,3855229.659105299
1593045792447,-2692784.4628692577,-4297242.420174632,3855234.8016204652,-2692779.886885435,-4297235.472761562,3855229.6655831155
1593045793447,-2692784.799909649,-4297242.180305199,3855234.926849501,-2692779.884289045,-4297235.484563194,3855229.6522449004
1593045794447,-2692783.984551931,-4297242.205806686,3855235.4863976263,-2692779.877832154,-4297235.472329147,3855229.677408118
1593045795447,-2692783.874524802,-4297242.005025002,3855235.9846734027,-2692779.8710981943,-4297235.468938385,3855229.665770578
1593045796447,-2692784.805383992,-4297241.430115895,3855235.9549161517,-2692779.8880934133,-4297235.484915583,3855229.6413052073
1593045797447,-2692784.73722647,-4297241.651934132,3855235.599088547,-2692779.890586778,-4297235.479099693,3855229.648971819
1593045798447,-2692784.5629620184,-4297241.896266751,3855235.296228108,-2692779.8857088424,-4297235.478538419,3855229.6623130813
1593045799447,-2692784.6750034555,-4297242.1313305795,3855235.189309223,-2692779.882859815,-4297235.482840977,3855229.654689106
1593045800447,-2692784.6807313664,-4297242.462487485,3855234.7951430255,-2692779.8868166376,-4297235.483397947,3855229.664243266
1593045801447,-2692784.680595106,-4297242.560338557,3855234.798661002,-2692779.885662402,-4297235.475654705,3855229.6550284084
1593045802447,-2692784.4291443457,-4297242.260889913,3855234.8925967477,-2692779.8799388586,-4297235.478671844,3855229.6554172505
1593045803447,-2692784.702961193,-4297242.087964918,3855235.2159195957,-2692779.883983055,-4297235.48156947,3855229.6510074134
1593045804447,-2692784.493830926,-4297242.1653209245,3855235.3024525503,-2692779.881228249,-4297235.47816878,3855229.6630187174
1593045805447,-2692784.3320736866,-4297242.165993131,3855235.314031934,-2692779.879846433,-4297235.476737406,3855229.6647106865
1593045806447,-2692784.396620309,-4297242.152376202,3855235.3272743854,-2692779.8826833926,-4297235.472980242,3855229.654383552
1593045807447,-2692784.5958940294,-4297242.019188822,3855235.4114945796,-2692779.8842247385,-4297235.481827951,3855229.658096376
1593045808447,-2692784.4444395257,-4297242.0323594725,3855235.4026559717,-2692779.8837378495,-4297235.478495767,3855229.6602825252
1593045809447,-2692784.353197877,-4297242.169827827,3855235.218149547,-2692779.8830252653,-4297235.475671731,3855229.665720508
1593045810447,-2692784.417207379,-4297242.182868297,3855235.21805469,-2692779.883901267,-4297235.470648529,3855229.650577878
1593045811447,-2692784.6642372007,-4297242.1059710635,3855234.972949277,-2692779.8886178397,-4297235.483247071,3855229.657033603
1593045812447,-2692784.466459404,-4297242.228557301,3855235.0769859864,-2692779.8872136776,-4297235.469192655,3855229.661478915
1593045813447,-2692784.5667489325,-4297242.119006928,3855235.1692798,-2692779.8779859776,-4297235.477817426,3855229.6532485113
1593045814447,-2692784.521892268,-4297242.197995581,3855235.2668635473,-2692779.8798495303,-4297235.477096836,3855229.655894244
1593045815447,-2692784.637251264,-4297242.295100516,3855235.2022975897,-2692779.875085238,-4297235.476617363,3855229.6555701755
1593045816447,-2692784.438892589,-4297242.187901596,3855235.213790806,-2692779.8833540264,-4297235.476694144,3855229.667578554
1593045817447,-2692784.6725906325,-4297242.024007991,3855235.310093471,-2692779.880692666,-4297235.484277244,3855229.6559602576
1593045818447,-2692784.5316712847,-4297242.171892045,3855235.269245249,-2692779.8841612805,-4297235.479376129,3855229.6651748857
1593045819447,-2692784.4708299832,-4297242.2869864395,3855235.1922024735,-2692779.8766844403,-4297235.4707295615,3855229.6543209963
1593045820447,-2692784.746122762,-4297242.025423739,3855235.2395466673,-2692779.882157873,-4297235.479650115,3855229.654273633
1593045821447,-2692784.677456556,-4297241.823117462,3855235.3559294874,-2692779.887579004,-4297235.484448637,3855229.660811486
1593045822447,-2692784.4949183334,-4297242.016267757,3855235.4231933327,-2692779.8837611107,-4297235.479130205,3855229.6593609983
1593045823447,-2692784.3920694515,-4297241.99330702,3855235.4099798542,-2692779.882495625,-4297235.477492316,3855229.6603177367
1593045824447,-2692784.3393556527,-4297242.018029466,3855235.365651033,-2692779.8817222817,-4297235.471689818,3855229.656580585
1593045825447,-2692784.6135816034,-4297241.917002539,3855235.3522738256,-2692779.888688988,-4297235.480003469,3855229.656371637
1593045826447,-2692784.6461782707,-4297241.89697467,3855235.3417759733,-2692779.886758607,-4297235.480119649,3855229.656760851
1593045827447,-2692784.3774798913,-4297242.1448611375,3855235.2731617414,-2692779.883692139,-4297235.4773830455,3855229.6661028555
1593045828447,-2692784.413776037,-4297242.197085943,3855235.1334858197,-2692779.8826961163,-4297235.4730226705,3855229.6591018126
1593045829447,-2692784.39209078,-4297242.276351135,3855235.0994019946,-2692779.881857507,-4297235.476551414,3855229.6641892525
1593045830447,-2692784.380056994,-4297242.1191627085,3855235.1951348875,-2692779.882658654,-4297235.471757191,3855229.656479671
1593045831447,-2692784.8382879337,-4297242.109914021,3855235.3026639074,-2692779.8850160153,-4297235.4809228685,3855229.6490183137
1593045832447,-2692784.6027593096,-4297242.003410063,3855235.140165124,-2692779.8827897944,-4297235.477668635,3855229.660300157
1593045833447,-2692784.4969443996,-4297242.260935939,3855235.1540357186,-2692779.8822315373,-4297235.477347411,3855229.665005411
1593045834447,-2692784.5728480173,-4297242.160150934,3855235.130529656,-2692779.882902019,-4297235.481094255,3855229.655637029
1593045835447,-2692784.7241944815,-4297242.216655875,3855235.0819466417,-2692779.8845181135,-4297235.474768829,3855229.6619251203
1593045836447,-2692784.5728527755,-4297242.324639314,3855235.0665563378,-2692779.881213754,-4297235.481580221,3855229.656608533
1593045837447,-2692784.573957243,-4297242.221413213,3855234.9176604715,-2692779.88244229,-4297235.4767767005,3855229.6552906176
1593045838447,-2692784.514104695,-4297242.372272891,3855235.0562042664,-2692779.884585305,-4297235.478813924,3855229.6658220803
1593045839447,-2692784.437001715,-4297242.330629117,3855234.961758856,-2692779.881894426,-4297235.472926876,3855229.656927674
1593045840447,-2692784.4632125124,-4297242.355034089,3855235.012854481,-2692779.880933303,-4297235.474965923,3855229.659956329
1593045841447,-2692784.7331791935,-4297242.3009720035,3855234.9706424945,-2692779.8840462146,-4297235.478816415,3855229.65369283
1593045842447,-2692784.5965211648,-4297242.5716075655,3855234.8857969176,-2692779.875169226,-4297235.476308937,3855229.664671882
1593045843447,-2692784.4582540076,-4297242.472171589,3855234.678996804,-2692779.8867429513,-4297235.47617339,3855229.6635811534
1593045844447,-2692784.7154567493,-4297242.386994496,3855234.7250074223,-2692779.8857075195,-4297235.479155746,3855229.652406118
1593045845447,-2692784.8991528912,-4297242.213479029,3855234.941193938,-2692779.8854773263,-4297235.485663699,3855229.6553536085
1593045846447,-2692784.673366618,-4297242.121763988,3855235.0261592437,-2692779.8863054155,-4297235.475801466,3855229.6514722444
1593045847447,-2692784.665723823,-4297242.25680276,3855235.05109061,-2692779.880463366,-4297235.48042697,3855229.665170888
1593045848447,-2692784.4416826204,-4297242.199265173,3855234.99142265,-2692779.8822099264,-4297235.476549686,3855229.6576746567
1593045849447,-2692784.526024764,-4297242.281518735,3855235.066381279,-2692779.8843033584,-4297235.478928115,3855229.6602860857
1593045850447,-2692784.598879877,-4297242.223770166,3855235.041935534,-2692779.8800791074,-4297235.478276217,3855229.6521001183
1593045851447,-2692784.670571861,-4297242.182463372,3855235.1192510356,-2692779.8880654383,-4297235.482736086,3855229.6631529084
1593045852447,-2692784.551378042,-4297242.241991187,3855235.0279726987,-2692779.883645313,-4297235.476406814,3855229.6618043203
1593045853447,-2692784.432889927,-4297242.460964109,3855234.9438643274,-2692779.8816305986,-4297235.472798979,3855229.657832169
1593045854447,-2692784.5627241363,-4297242.456707697,3855234.9868123005,-2692779.877426859,-4297235.47944164,3855229.661101156
1593045855447,-2692784.430219004,-4297242.314817578,3855234.8020470063,-2692779.8859539297,-4297235.474051449,3855229.6608969476
1593045856447,-2692784.5520437956,-4297242.328673754,3855234.9960629125,-2692779.8777538077,-4297235.478645208,3855229.657906071
1593045857447,-2692784.5283946376,-4297242.344359497,3855234.989425036,-2692779.8848757613,-4297235.4737688545,3855229.658145377
1593045858447,-2692784.4922842137,-4297242.290654547,3855235.049844458,-2692779.883795303,-4297235.476845278,3855229.657035072
1593045859447,-2692784.5252184775,-4297242.282593525,3855235.0572329955,-2692779.88117536,-4297235.481236883,3855229.664384186
1593045860447,-2692784.6146855084,-4297242.125936082,3855235.0756538273,-2692779.8852221607,-4297235.478469687,3855229.6553289713
1593045861447,-2692784.636991076,-4297242.349367787,3855235.0383266546,-2692779.8811213104,-4297235.476903041,3855229.6554052383
1593045862447,-2692784.5599600435,-4297242.31560595,3855234.9199747792,-2692779.884708432,-4297235.475691986,3855229.6564511154
1593045863447,-2692784.5665200823,-4297242.1411915915,3855234.9611780895,-2692779.884699987,-4297235.480938217,3855229.6615881664
1593045864447,-2692784.634090721,-4297242.430207778,3855234.971408748,-2692779.883465089,-4297235.47856378,3855229.658381498
1593045865447,-2692784.723963693,-4297242.350848968,3855234.878107943,-2692779.880877022,-4297235.478979896,3855229.654241665
1593045866447,-2692784.5395462355,-4297242.388240299,3855234.7819243367,-2692779.8874274776,-4297235.474898636,3855229.659434307
1593045867447,-2692784.581354278,-4297242.44943451,3855234.7873767763,-2692779.881698451,-4297235.476176641,3855229.6593958293
1593045868447,-2692784.6118954164,-4297242.475186578,3855234.808826033,-2692779.880507895,-4297235.477373178,3855229.659340224
1593045869447,-2692784.5626592184,-4297242.328693848,3855234.6756601618,-2692779.880200729,-4297235.47633545,3855229.66125315
1593045870447,-2692784.6321263094,-4297242.487128326,3855234.910885655,-2692779.886449241,-4297235.476899311,3855229.6549793226
1593045871447,-2692784.572912305,-4297242.379720124,3855234.7707637274,-2692779.8822762375,-4297235.476915451,3855229.661374409
1593045872447,-2692784.633976336,-4297242.448548826,3855234.808216426,-2692779.8843782,-4297235.4783230275,3855229.6568065295
1593045873447,-2692784.6204555496,-4297242.452363672,3855234.8187174285,-2692779.879995124,-4297235.47694756,3855229.6622063485
1593045874447,-2692784.6299600704,-4297242.406045611,3855234.821189826,-2692779.8831914896,-4297235.47819906,3855229.6590137915
1593045875447,-2692784.640270927,-4297242.365044429,3855234.792256062,-2692779.8824380366,-4297235.479491024,3855229.6578258285
1593045876447,-2692784.7187577914,-4297242.133603815,3855235.215358985,-2692779.882022409,-4297235.481327632,3855229.648615201
1593045877447,-2692784.9417410735,-4297241.246635081,3855235.8532810835,-2692779.8860586006,-4297235.487741079,3855229.6372257276
1593045878447,-2692784.6590722455,-4297241.437237972,3855235.9887474068,-2692779.8860443365,-4297235.48790083,3855229.6590687367
1593045879447,-2692784.3200056166,-4297241.624889283,3855236.0225290554,-2692779.885207568,-4297235.47618204,3855229.661572848
1593045880447,-2692783.8246982787,-4297241.894052423,3855235.9893409973,-2692779.8736517965,-4297235.469025873,3855229.6742281183
1593045881447,-2692783.876484771,-4297241.678952901,3855236.2891423833,-2692779.8767949375,-4297235.467371771,3855229.669037101
1593045882447,-2692784.339859001,-4297241.498590738,3855236.1872236617,-2692779.8818578282,-4297235.474649361,3855229.6525381147
1593045883447,-2692784.431327385,-4297241.654655193,3855235.8488714215,-2692779.8873851583,-4297235.477701542,3855229.6610425776
1593045884447,-2692784.465587306,-4297241.922553847,3855235.576853269,-2692779.885869661,-4297235.4779212065,3855229.660265905
1593045885447,-2692784.3741488117,-4297242.217149359,3855235.214951276,-2692779.8825329994,-4297235.477977824,3855229.668321482
1593045886447,-2692784.397835567,-4297242.203343474,3855235.206004733,-2692779.886740472,-4297235.484487626,3855229.6648968155
1593045887447,-2692784.5269436664,-4297242.326878474,3855235.1508585457,-2692779.879833106,-4297235.477197831,3855229.656204543
1593045888447,-2692784.371804195,-4297242.412660865,3855235.148601224,-2692779.878990597,-4297235.476533603,3855229.6598728774
1593045889447,-2692784.192116081,-4297242.488515423,3855235.0062287045,-2692779.883565513,-4297235.465544352,3855229.6682958016
1593045890447,-2692784.1639755093,-4297242.688703987,3855234.84182998,-2692779.875443257,-4297235.471392517,3855229.664242676
1593045891447,-2692784.092657835,-4297242.470467289,3855234.934780074,-2692779.877857894,-4297235.466297189,3855229.6654401305
1593045892447,-2692784.422202487,-4297242.422893638,3855234.955668656,-2692779.8844927284,-4297235.476420717,3855229.661495746
1593045893447,-2692785.0074271956,-4297242.110536454,3855234.9108865233,-2692779.886244217,-4297235.486556523,3855229.644332295
1593045894447,-2692785.2144874153,-4297241.89871699,3855234.9988186965,-2692779.899368865,-4297235.50074685,3855229.65680909
1593045895447,-2692784.7813356863,-4297241.837778058,3855235.192310701,-2692779.886403946,-4297235.481544725,3855229.6435470753
1593045896447,-2692784.526168759,-4297241.839522271,3855235.0166746103,-2692779.896032109,-4297235.486041845,3855229.6597253466
1593045897447,-2692784.312003117,-4297242.111345521,3855235.3068248783,-2692779.8783484497,-4297235.480779611,3855229.6586711206
1593045898447,-2692784.081255847,-4297242.210988322,3855235.2604195885,-2692779.890100215,-4297235.468401122,3855229.661265874
1593045899447,-2692784.2507526525,-4297242.323936421,3855235.2382096397,-2692779.880132114,-4297235.475263608,3855229.660970223
1593045900447,-2692784.313870984,-4297242.224276276,3855235.17078311,-2692779.8832558636,-4297235.470027844,3855229.6537036775
1593045901447,-2692784.375175236,-4297242.281204267,3855235.1731489934,-2692779.882403477,-4297235.479065315,3855229.6617663973
1593045902447,-2692784.3763939487,-4297242.420267005,3855235.1218340225,-2692779.878799295,-4297235.477716077,3855229.6613829993
1593045903447,-2692784.580093506,-4297242.634694894,3855235.208823743,-2692779.8780495026,-4297235.481978346,3855229.657821897
1593045904447,-2692784.623411671,-4297242.52755704,3855235.1620737673,-2692779.8650841555,-4297235.487614905,3855229.666052491
1593045905447,-2692784.2689683805,-4297242.819143237,3855235.1378599396,-2692779.885463573,-4297235.46866737,3855229.654842799
1593045906447,-2692784.7913415977,-4297242.608229973,3855235.2729317583,-2692779.870168446,-4297235.48319507,3855229.65343338
1593045907447,-2692784.5012926576,-4297242.407852698,3855234.862235874,-2692779.8823006474,-4297235.479443225,3855229.6584379487
1593045908447,-2692784.608366637,-4297242.2956068255,3855234.876356241,-2692779.88496885,-4297235.479105217,3855229.6535302363
1593045909447,-2692784.4287486537,-4297242.231682298,3855234.9466362935,-2692779.8904255796,-4297235.478588035,3855229.660715554
1593045910447,-2692784.4228457566,-4297242.217401923,3855234.9554882403,-2692779.883523492,-4297235.477301957,3855229.6566068865
1593045911447,-2692784.3203641786,-4297242.247962333,3855235.0240423623,-2692779.890239663,-4297235.48300904,3855229.66602931
1593045912447,-2692784.29476774,-4297242.367630703,3855235.3128926796,-2692779.8808749705,-4297235.482704322,3855229.6650214856
1593045913447,-2692784.132680115,-4297242.217745446,3855235.0250441893,-2692779.8858373277,-4297235.473422913,3855229.6624130574
1593045914447,-2692784.133251411,-4297242.348755551,3855235.139952406,-2692779.8840486268,-4297235.477354625,3855229.6603011414
1593045915447,-2692784.196245732,-4297242.453075542,3855235.1775792674,-2692779.8862655684,-4297235.472975859,3855229.659353842
1593045916447,-2692784.3505845466,-4297242.386770515,3855235.1032536193,-2692779.8829285568,-4297235.484681793,3855229.6580779944
1593045917447,-2692784.2303843005,-4297242.440436887,3855235.000088736,-2692779.8881634697,-4297235.481238845,3855229.6673326017
1593045918447,-2692784.305266224,-4297242.429816094,3855235.0611231797,-2692779.881826529,-4297235.484162015,3855229.656335224
1593045919447,-2692784.4468089268,-4297242.381329317,3855234.974508876,-2692779.880189781,-4297235.476655354,3855229.645125077
1593045920447,-2692784.5614658804,-4297242.323539735,3855235.0445562107,-2692779.88740973,-4297235.478874549,3855229.6464918037
1593045921447,-2692784.8502107253,-4297242.0686062295,3855234.9145405125,-2692779.896758599,-4297235.487815113,3855229.6466516154
1593045922447,-2692784.774132876,-4297242.0998910265,3855235.0344105465,-2692779.884379485,-4297235.49059773,3855229.645230187
1593045923447,-2692784.7243489693,-4297242.046962046,3855235.1381903826,-2692779.888712033,-4297235.487130619,3855229.6421055687
1593045924447,-2692784.8663433343,-4297242.134862365,3855235.0990403006,-2692779.890684292,-4297235.485886634,3855229.642810359
1593045925447,-2692784.931076667,-4297242.107352795,3855235.0056372504,-2692779.8874862785,-4297235.485102616,3855229.63594317
1593045926447,-2692785.071069744,-4297242.034641414,3855234.9820688935,-2692779.8893603426,-4297235.492927158,3855229.6436505057
1593045927447,-2692784.940365131,-4297242.049229562,3855234.9161904017,-2692779.8956820606,-4297235.490439475,3855229.6472716453
1593045928447,-2692784.6217093864,-4297242.322705887,3855235.063514431,-2692779.8826479646,-4297235.483083623,3855229.658935604
1593045929447,-2692784.2438335633,-4297242.259851788,3855235.0003765346,-2692779.881468503,-4297235.479741289,3855229.6476053847
1593045930447,-2692784.7221965846,-4297242.164482964,3855235.279633708,-2692779.887122836,-4297235.493565336,3855229.6536578685
1593045931447,-2692784.6193310823,-4297241.937346295,3855235.1953203357,-2692779.8950195084,-4297235.479818821,3855229.646583625
1593045932447,-2692784.905772862,-4297242.179040695,3855235.239520198,-2692779.8819045885,-4297235.487627136,3855229.639431813
1593045933447,-2692784.5938764173,-4297242.060057353,3855234.844318436,-2692779.8975158203,-4297235.481833587,3855229.651149527
1593045934447,-2692784.6527292468,-4297242.225666346,3855235.0526921,-2692779.8845795714,-4297235.487974694,3855229.6480148914
1593045935447,-2692784.5292695644,-4297242.326560539,3855235.0805846523,-2692779.885379586,-4297235.484201847,3855229.6551644946
1593045936447,-2692784.4607990514,-4297242.267750633,3855235.052225841,-2692779.8898769994,-4297235.483801905,3855229.656207684
1593045937447,-2692784.8545017643,-4297242.070750275,3855235.0232561417,-2692779.8878152724,-4297235.482580213,3855229.635912881
1593045938447,-2692784.9796490674,-4297241.916371889,3855234.943834536,-2692779.891807306,-4297235.500214924,3855229.646238511
1593045939447,-2692784.5678045438,-4297242.247450103,3855235.129192847,-2692779.8851605165,-4297235.479433209,3855229.647356451
1593045940447,-2692784.342445124,-4297242.387083645,3855235.2208360904,-2692779.8850065204,-4297235.472357026,3855229.655104683
1593045941447,-2692784.2533244854,-4297242.249996319,3855235.3156182296,-2692779.8798522637,-4297235.480303481,3855229.6570097455
1593045942447,-2692784.374224375,-4297242.16616218,3855235.300443871,-2692779.886335629,-4297235.480578441,3855229.6549227736
1593045943447,-2692784.5598925315,-4297242.15626648,3855235.2335383785,-2692779.8894676417,-4297235.480886576,3855229.6494465778
